visual/JJ materials/NNS to/TO from/IN Japan/NNP to/TO visualmaterials/JJNNS materialsto/NNSTO tofrom/TOIN fromJapan/INNNP Japanto/NNPTO visualmaterialsto/JJNNSTO materialstofrom/NNSTOIN tofromJapan/TOINNNP fromJapanto/INNNPTO 77 audience%1:14:01::
Silesia/NNP a/DT passionate/JJ ferocious/JJ tackles/VBZ grim/JJ Silesiaa/NNPDT apassionate/DTJJ passionateferocious/JJJJ ferocioustackles/JJVBZ tacklesgrim/VBZJJ Silesiaapassionate/NNPDTJJ apassionateferocious/DTJJJJ passionateferocioustackles/JJJJVBZ ferocioustacklesgrim/JJVBZJJ 55 U
ovation/NN half/PDT the/DT did/VBD depart/VB to/TO ovationhalf/NNPDT halfthe/PDTDT thedid/DTVBD diddepart/VBDVB departto/VBTO ovationhalfthe/NNPDTDT halfthedid/PDTDTVBD thediddepart/DTVBDVB diddepartto/VBDVBTO 95 audience%1:14:00::
solicitors/NNS rights/NNS of/IN in/IN the/DT higher/JJR solicitorsrights/NNSNNS rightsof/NNSIN ofin/ININ inthe/INDT thehigher/DTJJR solicitorsrightsof/NNSNNSIN rightsofin/NNSININ ofinthe/ININDT inthehigher/INDTJJR 97 audience%1:26:00::
unrestricted/JJ rights/NNS of/IN in/IN the/DT higher/JJR unrestrictedrights/JJNNS rightsof/NNSIN ofin/ININ inthe/INDT thehigher/DTJJR unrestrictedrightsof/JJNNSIN rightsofin/NNSININ ofinthe/ININDT inthehigher/INDTJJR 125 audience%1:26:00::
Paper/NN rights/NNS of/IN rules/NNS drawn/VBN up/RP Paperrights/NNNNS rightsof/NNSIN ofrules/INNNS rulesdrawn/NNSVBN drawnup/VBNRP Paperrightsof/NNNNSIN rightsofrules/NNSINNNS ofrulesdrawn/INNNSVBN rulesdrawnup/NNSVBNRP 117 audience%1:26:00::
sentiment/NN to/TO your/PRP$ _/NNP _/NNP _/NNP sentimentto/NNTO toyour/TOPRP$ your_/PRP$NNP __/NNPNNP __/NNPNNP sentimenttoyour/NNTOPRP$ toyour_/TOPRP$NNP your__/PRP$NNPNNP ___/NNPNNPNNP 71 audience%1:14:00::
sentiment/NN to/TO your/PRP$ _/NNP _/NNP _/NNP sentimentto/NNTO toyour/TOPRP$ your_/PRP$NNP __/NNPNNP __/NNPNNP sentimenttoyour/NNTOPRP$ toyour_/TOPRP$NNP your__/PRP$NNPNNP ___/NNPNNPNNP 71 audience%1:14:01::
he/PRP points/VBZ the/DT down/NN is/VBZ n't/RB hepoints/PRPVBZ pointsthe/VBZDT thedown/DTNN downis/NNVBZ isn't/VBZRB hepointsthe/PRPVBZDT pointsthedown/VBZDTNN thedownis/DTNNVBZ downisn't/NNVBZRB 84 audience%1:14:00::
provide/VB its/PRP$ Japanese/NN with/IN somebody/NN they/PRP provideits/VBPRP$ itsJapanese/PRP$NN Japanesewith/NNIN withsomebody/INNN somebodythey/NNPRP provideitsJapanese/VBPRP$NN itsJapanesewith/PRP$NNIN Japanesewithsomebody/NNINNN withsomebodythey/INNNPRP 83 audience%1:14:01::
coldly/RB exploiting/VBG their/PRP$ '/POS kindness/NN ;/: coldlyexploiting/RBVBG exploitingtheir/VBGPRP$ their'/PRP$POS 'kindness/POSNN kindness;/NN: coldlyexploitingtheir/RBVBGPRP$ exploitingtheir'/VBGPRP$POS their'kindness/PRP$POSNN 'kindness;/POSNN: 80 audience%1:14:00::
language/NN that/IN satisfies/NNS and/CC yet/RB manages/VBZ languagethat/NNIN thatsatisfies/INNNS satisfiesand/NNSCC andyet/CCRB yetmanages/RBVBZ languagethatsatisfies/NNINNNS thatsatisfiesand/INNNSCC satisfiesandyet/NNSCCRB andyetmanages/CCRBVBZ 76 audience%1:14:00::
_/FW _/FW The/DT at/IN the/DT first/JJ __/FWFW _The/FWDT Theat/DTIN atthe/INDT thefirst/DTJJ __The/FWFWDT _Theat/FWDTIN Theatthe/DTINDT atthefirst/INDTJJ 133 audience%1:14:00::
both/DT made/VBD the/DT in/IN the/DT Winter/NNP bothmade/DTVBD madethe/VBDDT thein/DTIN inthe/INDT theWinter/DTNNP bothmadethe/DTVBDDT madethein/VBDDTIN theinthe/DTINDT intheWinter/INDTNNP 72 audience%1:14:00::
wider/JJR less/RBR devoted/JJ in/IN the/DT country/NN widerless/JJRRBR lessdevoted/RBRJJ devotedin/JJIN inthe/INDT thecountry/DTNN widerlessdevoted/JJRRBRJJ lessdevotedin/RBRJJIN devotedinthe/JJINDT inthecountry/INDTNN 79 audience%1:14:01::
cakes/NNS asked/VBD the/DT to/TO boycott/NN Nescafe/NNP cakesasked/NNSVBD askedthe/VBDDT theto/DTTO toboycott/TONN boycottNescafe/NNNNP cakesaskedthe/NNSVBDDT askedtheto/VBDDTTO thetoboycott/DTTONN toboycottNescafe/TONNNNP 131 audience%1:14:00::
it/PRP before/IN an/DT but/CC then/RB I/PRP itbefore/PRPIN beforean/INDT anbut/DTCC butthen/CCRB thenI/RBPRP itbeforean/PRPINDT beforeanbut/INDTCC anbutthen/DTCCRB butthenI/CCRBPRP 48 audience%1:14:00::
was/VBD a/DT captive/NN for/IN tales/NNS like/IN wasa/VBDDT acaptive/DTNN captivefor/NNIN fortales/INNNS taleslike/NNSIN wasacaptive/VBDDTNN acaptivefor/DTNNIN captivefortales/NNINNNS fortaleslike/INNNSIN 96 audience%1:14:00::
know/VB about/IN their/PRP$ and/CC their/PRP$ content/NN knowabout/VBIN abouttheir/INPRP$ theirand/PRP$CC andtheir/CCPRP$ theircontent/PRP$NN knowabouttheir/VBINPRP$ abouttheirand/INPRP$CC theirandtheir/PRP$CCPRP$ andtheircontent/CCPRP$NN 51 audience%1:14:01::
not/RB affect/VB different/JJ in/IN different/JJ ways/NNS notaffect/RBVB affectdifferent/VBJJ differentin/JJIN indifferent/INJJ differentways/JJNNS notaffectdifferent/RBVBJJ affectdifferentin/VBJJIN differentindifferent/JJINJJ indifferentways/INJJNNS 67 audience%1:14:01::
not/RB affect/VB different/JJ in/IN different/JJ ways/NNS notaffect/RBVB affectdifferent/VBJJ differentin/JJIN indifferent/INJJ differentways/JJNNS notaffectdifferent/RBVBJJ affectdifferentin/VBJJIN differentindifferent/JJINJJ indifferentways/INJJNNS 67 U
for/IN a/DT foreign/JJ whether/IN a/DT party/NN fora/INDT aforeign/DTJJ foreignwhether/JJIN whethera/INDT aparty/DTNN foraforeign/INDTJJ aforeignwhether/DTJJIN foreignwhethera/JJINDT whetheraparty/INDTNN 98 audience%1:14:01::
between/IN their/PRP$ different/JJ :/: differences/NNS between/IN betweentheir/INPRP$ theirdifferent/PRP$JJ different:/JJ: :differences/:NNS differencesbetween/NNSIN betweentheirdifferent/INPRP$JJ theirdifferent:/PRP$JJ: different:differences/JJ:NNS :differencesbetween/:NNSIN 74 audience%1:14:01::
not/RB an/DT alternative/JJ _/NNP _/NNP _/NNP notan/RBDT analternative/DTJJ alternative_/JJNNP __/NNPNNP __/NNPNNP notanalternative/RBDTJJ analternative_/DTJJNNP alternative__/JJNNPNNP ___/NNPNNPNNP 76 audience%1:14:01::
compete/VB for/IN an/DT _/NNP _/NNP _/NNP competefor/VBIN foran/INDT an_/DTNNP __/NNPNNP __/NNPNNP competeforan/VBINDT foran_/INDTNNP an__/DTNNPNNP ___/NNPNNPNNP 110 audience%1:14:01::
lot/NN of/IN this/DT changing/VBG in/IN 1922/CD lotof/NNIN ofthis/INDT thischanging/DTVBG changingin/VBGIN in1922/INCD lotofthis/NNINDT ofthischanging/INDTVBG thischangingin/DTVBGIN changingin1922/VBGINCD 67 audience%1:14:01::
lot/NN of/IN this/DT changing/VBG in/IN 1922/CD lotof/NNIN ofthis/INDT thischanging/DTVBG changingin/VBGIN in1922/INCD lotofthis/NNINDT ofthischanging/INDTVBG thischangingin/DTVBGIN changingin1922/VBGINCD 67 U
appeal/NN to/TO this/DT at/IN a/DT time/NN appealto/NNTO tothis/TODT thisat/DTIN ata/INDT atime/DTNN appealtothis/NNTODT tothisat/TODTIN thisata/DTINDT atatime/INDTNN 94 audience%1:14:01::
a/DT wider/JJR newspaper/NN remained/VBD the/DT high/JJ awider/DTJJR widernewspaper/JJRNN newspaperremained/NNVBD remainedthe/VBDDT thehigh/DTJJ awidernewspaper/DTJJRNN widernewspaperremained/JJRNNVBD newspaperremainedthe/NNVBDDT remainedthehigh/VBDDTJJ 117 audience%1:14:01::
found/VBD a/DT receptive/JJ across/IN the/DT political/JJ founda/VBDDT areceptive/DTJJ receptiveacross/JJIN acrossthe/INDT thepolitical/DTJJ foundareceptive/VBDDTJJ areceptiveacross/DTJJIN receptiveacrossthe/JJINDT acrossthepolitical/INDTJJ 85 audience%1:14:01::
and/CC enthralled/VBD the/DT _/NNP _/NNP _/NNP andenthralled/CCVBD enthralledthe/VBDDT the_/DTNNP __/NNPNNP __/NNPNNP andenthralledthe/CCVBDDT enthralledthe_/VBDDTNNP the__/DTNNPNNP ___/NNPNNPNNP 60 audience%1:14:00::
out/IN of/IN the/DT stuck/VBN him/PRP in/IN outof/ININ ofthe/INDT thestuck/DTVBN stuckhim/VBNPRP himin/PRPIN outofthe/ININDT ofthestuck/INDTVBN thestuckhim/DTVBNPRP stuckhimin/VBNPRPIN 63 audience%1:14:00::
by/IN that/DT huge/JJ _/NNP _/NNP _/NNP bythat/INDT thathuge/DTJJ huge_/JJNNP __/NNPNNP __/NNPNNP bythathuge/INDTJJ thathuge_/DTJJNNP huge__/JJNNPNNP ___/NNPNNPNNP 56 audience%1:14:00::
and/CC held/VBD his/PRP$ _/NNP _/NNP _/NNP andheld/CCVBD heldhis/VBDPRP$ his_/PRP$NNP __/NNPNNP __/NNPNNP andheldhis/CCVBDPRP$ heldhis_/VBDPRP$NNP his__/PRP$NNPNNP ___/NNPNNPNNP 61 audience%1:10:00::
and/CC held/VBD his/PRP$ _/NNP _/NNP _/NNP andheld/CCVBD heldhis/VBDPRP$ his_/PRP$NNP __/NNPNNP __/NNPNNP andheldhis/CCVBDPRP$ heldhis_/VBDPRP$NNP his__/PRP$NNPNNP ___/NNPNNPNNP 61 audience%1:14:00::
could/MD reduce/VB his/PRP$ to/TO helpless/JJ laughter/NN couldreduce/MDVB reducehis/VBPRP$ histo/PRP$TO tohelpless/TOJJ helplesslaughter/JJNN couldreducehis/MDVBPRP$ reducehisto/VBPRP$TO histohelpless/PRP$TOJJ tohelplesslaughter/TOJJNN 53 audience%1:14:00::
many/JJ in/IN the/DT found/VBN him/PRP impossible/JJ manyin/JJIN inthe/INDT thefound/DTVBN foundhim/VBNPRP himimpossible/PRPJJ manyinthe/JJINDT inthefound/INDTVBN thefoundhim/DTVBNPRP foundhimimpossible/VBNPRPJJ 65 audience%1:14:00::
and/CC held/VBD his/PRP$ spellbound/JJ and/CC was/VBD andheld/CCVBD heldhis/VBDPRP$ hisspellbound/PRP$JJ spellboundand/JJCC andwas/CCVBD andheldhis/CCVBDPRP$ heldhisspellbound/VBDPRP$JJ hisspellboundand/PRP$JJCC spellboundandwas/JJCCVBD 59 audience%1:14:00::
announced/VBD a/DT vast/JJ arrived/VBN for/IN Ramsey/NNP announceda/VBDDT avast/DTJJ vastarrived/JJVBN arrivedfor/VBNIN forRamsey/INNNP announcedavast/VBDDTJJ avastarrived/DTJJVBN vastarrivedfor/JJVBNIN arrivedforRamsey/VBNINNNP 58 audience%1:14:00::
