great/JJ seeker/NN of/IN in/IN books/NNS but/CC greatseeker/JJNN seekerof/NNIN ofin/ININ inbooks/INNNS booksbut/NNSCC greatseekerof/JJNNIN seekerofin/NNININ ofinbooks/ININNNS inbooksbut/INNNSCC 113 shelter%1:26:00::
a/DT new/JJ bus/NN on/IN the/DT A31/NN anew/DTJJ newbus/JJNN buson/NNIN onthe/INDT theA31/DTNN anewbus/DTJJNN newbuson/JJNNIN busonthe/NNINDT ontheA31/INDTNN 62 shelter%1:06:00::
Street/NN with/IN the/DT now/RB demolished/VBN and/CC Streetwith/NNIN withthe/INDT thenow/DTRB nowdemolished/RBVBN demolishedand/VBNCC Streetwiththe/NNINDT withthenow/INDTRB thenowdemolished/DTRBVBN nowdemolishedand/RBVBNCC 27 shelter%1:06:00::
later/RB a/DT stone/NN and/CC underground/NN toilets/NNS latera/RBDT astone/DTNN stoneand/NNCC andunderground/CCNN undergroundtoilets/NNNNS laterastone/RBDTNN astoneand/DTNNCC stoneandunderground/NNCCNN andundergroundtoilets/CCNNNNS 105 shelter%1:06:00::
its/PRP$ traditional/JJ tramway/NN and/CC a/DT tram/NN itstraditional/PRP$JJ traditionaltramway/JJNN tramwayand/NNCC anda/CCDT atram/DTNN itstraditionaltramway/PRP$JJNN traditionaltramwayand/JJNNCC tramwayanda/NNCCDT andatram/CCDTNN 42 shelter%1:06:00::
_/FW _/FW The/DT was/VBD demolished/VBN and/CC __/FWFW _The/FWDT Thewas/DTVBD wasdemolished/VBDVBN demolishedand/VBNCC __The/FWFWDT _Thewas/FWDTVBD Thewasdemolished/DTVBDVBN wasdemolishedand/VBDVBNCC 39 shelter%1:06:00::
air/NN -/: raid/NN under/IN the/DT Bispham/NNP air-/NN: -raid/:NN raidunder/NNIN underthe/INDT theBispham/DTNNP air-raid/NN:NN -raidunder/:NNIN raidunderthe/NNINDT undertheBispham/INDTNNP 33 shelter%1:06:00::
it/PRP provided/VBD useful/JJ for/IN the/DT homeless/NN itprovided/PRPVBD provideduseful/VBDJJ usefulfor/JJIN forthe/INDT thehomeless/DTNN itprovideduseful/PRPVBDJJ providedusefulfor/VBDJJIN usefulforthe/JJINDT forthehomeless/INDTNN 51 shelter%1:06:00::
continued/VBD to/TO provide/VB for/IN travellers/NNS across/IN continuedto/VBDTO toprovide/TOVB providefor/VBIN fortravellers/INNNS travellersacross/NNSIN continuedtoprovide/VBDTOVB toprovidefor/TOVBIN providefortravellers/VBINNNS fortravellersacross/INNNSIN 80 shelter%1:26:00::
secluded/JJ publican/NN for/IN and/CC food/NN and/CC secludedpublican/JJNN publicanfor/NNIN forand/INCC andfood/CCNN foodand/NNCC secludedpublicanfor/JJNNIN publicanforand/NNINCC forandfood/INCCNN andfoodand/CCNNCC 94 shelter%1:26:00::
and/CC no/DT more/JJR than/IN brush/NN _/CD andno/CCDT nomore/DTJJR morethan/JJRIN thanbrush/INNN brush_/NNCD andnomore/CCDTJJR nomorethan/DTJJRIN morethanbrush/JJRINNN thanbrush_/INNNCD 111 shelter%1:06:01::
for/IN food/NN seeking/VBG from/IN the/DT bright/JJ forfood/INNN foodseeking/NNVBG seekingfrom/VBGIN fromthe/INDT thebright/DTJJ forfoodseeking/INNNVBG foodseekingfrom/NNVBGIN seekingfromthe/VBGINDT fromthebright/INDTJJ 98 shelter%1:06:01::
for/IN food/NN seeking/VBG from/IN the/DT bright/JJ forfood/INNN foodseeking/NNVBG seekingfrom/VBGIN fromthe/INDT thebright/DTJJ forfoodseeking/INNNVBG foodseekingfrom/NNVBGIN seekingfromthe/VBGINDT fromthebright/INDTJJ 98 shelter%1:26:00::
contained/VBN beneath/IN the/DT of/IN a/DT lime/NN containedbeneath/VBNIN beneaththe/INDT theof/DTIN ofa/INDT alime/DTNN containedbeneaththe/VBNINDT beneaththeof/INDTIN theofa/DTINDT ofalime/INDTNN 111 shelter%1:26:00::
in/IN a/DT woodland/NN built/VBN of/IN poles/NNS ina/INDT awoodland/DTNN woodlandbuilt/NNVBN builtof/VBNIN ofpoles/INNNS inawoodland/INDTNN awoodlandbuilt/DTNNVBN woodlandbuiltof/NNVBNIN builtofpoles/VBNINNNS 117 shelter%1:06:00::
into/IN the/DT station/NN and/CC I/PRP experienced/VBD intothe/INDT thestation/DTNN stationand/NNCC andI/CCPRP Iexperienced/PRPVBD intothestation/INDTNN thestationand/DTNNCC stationandI/NNCCPRP andIexperienced/CCPRPVBD 56 shelter%1:06:00::
where/WRB I/PRP found/VBD for/IN the/DT night/NN whereI/WRBPRP Ifound/PRPVBD foundfor/VBDIN forthe/INDT thenight/DTNN whereIfound/WRBPRPVBD Ifoundfor/PRPVBDIN foundforthe/VBDINDT forthenight/INDTNN 96 shelter%1:26:00::
and/CC even/RB took/VBD in/IN it/PRP _/CD andeven/CCRB eventook/RBVBD tookin/VBDIN init/INPRP it_/PRPCD andeventook/CCRBVBD eventookin/RBVBDIN tookinit/VBDINPRP init_/INPRPCD 69 shelter%1:06:01::
and/CC even/RB took/VBD in/IN it/PRP _/CD andeven/CCRB eventook/RBVBD tookin/VBDIN init/INPRP it_/PRPCD andeventook/CCRBVBD eventookin/RBVBDIN tookinit/VBDINPRP init_/INPRPCD 69 shelter%1:26:00::
water/NN supplies/NNS and/CC from/IN natural/JJ hazards/NNS watersupplies/NNNNS suppliesand/NNSCC andfrom/CCIN fromnatural/INJJ naturalhazards/JJNNS watersuppliesand/NNNNSCC suppliesandfrom/NNSCCIN andfromnatural/CCINJJ fromnaturalhazards/INJJNNS 143 shelter%1:06:01::
water/NN supplies/NNS and/CC from/IN natural/JJ hazards/NNS watersupplies/NNNNS suppliesand/NNSCC andfrom/CCIN fromnatural/INJJ naturalhazards/JJNNS watersuppliesand/NNNNSCC suppliesandfrom/NNSCCIN andfromnatural/CCINJJ fromnaturalhazards/INJJNNS 143 shelter%1:26:00::
diagram/NN and/CC evacuation/NN capacities/NNS as/IN bar/NN diagramand/NNCC andevacuation/CCNN evacuationcapacities/NNNNS capacitiesas/NNSIN asbar/INNN diagramandevacuation/NNCCNN andevacuationcapacities/CCNNNNS evacuationcapacitiesas/NNNNSIN capacitiesasbar/NNSINNN 80 shelter%1:06:00::
sketch/NN from/IN its/PRP$ a/DT fine/JJ group/NN sketchfrom/NNIN fromits/INPRP$ itsa/PRP$DT afine/DTJJ finegroup/JJNN sketchfromits/NNINPRP$ fromitsa/INPRP$DT itsafine/PRP$DTJJ afinegroup/DTJJNN 123 shelter%1:06:01::
sketch/NN from/IN its/PRP$ a/DT fine/JJ group/NN sketchfrom/NNIN fromits/INPRP$ itsa/PRP$DT afine/DTJJ finegroup/JJNN sketchfromits/NNINPRP$ fromitsa/INPRP$DT itsafine/PRP$DTJJ afinegroup/DTJJNN 123 shelter%1:26:00::
food/NN clothing/NN and/CC ;/: teachers/NNS for/IN foodclothing/NNNN clothingand/NNCC and;/CC: ;teachers/:NNS teachersfor/NNSIN foodclothingand/NNNNCC clothingand;/NNCC: and;teachers/CC:NNS ;teachersfor/:NNSIN 114 shelter%1:26:00::
made/VBN for/IN the/DT of/IN it/PRP _/CD madefor/VBNIN forthe/INDT theof/DTIN ofit/INPRP it_/PRPCD madeforthe/VBNINDT fortheof/INDTIN theofit/DTINPRP ofit_/INPRPCD 47 shelter%1:26:00::
to/TO feed/VB and/CC us/PRP _/FW _/FW tofeed/TOVB feedand/VBCC andus/CCPRP us_/PRPFW __/FWFW tofeedand/TOVBCC feedandus/VBCCPRP andus_/CCPRPFW us__/PRPFWFW 61 shelter%1:26:00::
sent/VBD us/PRP into/IN the/DT trains/NNS which/WDT sentus/VBDPRP usinto/PRPIN intothe/INDT thetrains/DTNNS trainswhich/NNSWDT sentusinto/VBDPRPIN usintothe/PRPINDT intothetrains/INDTNNS thetrainswhich/DTNNSWDT 85 shelter%1:06:00::
pheasantry/NN and/CC the/DT of/IN the/DT trees/NNS pheasantryand/NNCC andthe/CCDT theof/DTIN ofthe/INDT thetrees/DTNNS pheasantryandthe/NNCCDT andtheof/CCDTIN theofthe/DTINDT ofthetrees/INDTNNS 53 shelter%1:06:01::
pheasantry/NN and/CC the/DT of/IN the/DT trees/NNS pheasantryand/NNCC andthe/CCDT theof/DTIN ofthe/INDT thetrees/DTNNS pheasantryandthe/NNCCDT andtheof/CCDTIN theofthe/DTINDT ofthetrees/INDTNNS 53 shelter%1:26:00::
served/VBN in/IN the/DT with/IN the/DT Rector/NNP servedin/VBNIN inthe/INDT thewith/DTIN withthe/INDT theRector/DTNNP servedinthe/VBNINDT inthewith/INDTIN thewiththe/DTINDT withtheRector/INDTNNP 67 shelter%1:06:00::
them/PRP in/IN the/DT during/IN raids/FW _/FW themin/PRPIN inthe/INDT theduring/DTIN duringraids/INFW raids_/FWFW theminthe/PRPINDT intheduring/INDTIN theduringraids/DTINFW duringraids_/INFWFW 72 shelter%1:06:00::
to/TO a/DT small/JJ in/IN the/DT Palace/NNP toa/TODT asmall/DTJJ smallin/JJIN inthe/INDT thePalace/DTNNP toasmall/TODTJJ asmallin/DTJJIN smallinthe/JJINDT inthePalace/INDTNNP 34 shelter%1:06:00::
